id,q,r
8354,"""2. OK , are YOU willing to settle for legal recognition of your relationship with your""","""""I am a woman. But my relationship is between a man and woman . You"""
8004,"""I agree. Your lamarckian argument against MNS has fallen prey to the""","""* * This is the line that caused me to butt in , walking-fish ."""
77,"""Libertarians for Life (LFL) is a group of libertarians who oppose abortion and""","""It 's still the same argument . It 's not a new argument. It"""
2557,"""3. You are hot on the trail of the basis of our argument . I believe""",""". I see . Then what you are claiming is that creationists are the ones who"""
277,"""1. First of all , why are you reffering to my arguments as ``""","""I am going to show you how to do this. Because it is a bulleted"""
1785,"""I am a Christian. So these arguments I get from the likes of you and I""","""Letter to the Editor:I have been reading your book. Actually , there is a"""
6513,"""I know what you're thinking. As a responsible adult ( which all of our children""","""""I agree that religion is n't science. But you seem to have failed to"""
9855,"""5. I think it is only logical as an atheist to say that evil is a""","""I agree. But did you consider it relative when you posted this on another thread ?"""
9327,"""3. You 're using , as an example of a 'developed nation ' ,""","""I'm not sure what you're talking about. So your point is there are developed"""
5456,"""You have options. As did I . Do n't ever let anyone force you into""","""On the flip side , you should never let anyone force you into carrying out a pregnancy"""
3210,"""3. The Daily Telegraph is in the pocket of big business interests , it 's""","""Hi Jo. It 's an odd article for Telegraph , though I have n't"""
3888,"""Originally posted by Tim As far as politicians and gun-control goes what I 'm""",""". if thats what we have to do to keep guns in the hands of americans"""
4760,"""I think it's a good idea. I 'm sure there have been more repeat""","""The room , straps , and table are all multi-use . And the drugs only"""
3689,"""3. As for God communicating to us , there is nothing that prevents that . Especially""","""Nothing that prevents it from communicating in theory , but I have covered the communication aspect already"""
6360,""". As for myself , I have serious concerns about research done by Lott . [""","""Bellesiles is a liar. So do Ludwig and Cook . One problem , they"""
1859,"""Mr. Monster : As for those who would redesign science to include it well , X""","""5. Have you seen who our current President is ?"""
3162,"""I don't know what to make of this. As I 've stated in the""","""I think it is more cut and dry than you think . Some of us have a"""
9653,""". Just as I predicted . The anti-choicers support this . a.""","""Dear Leftists, We agree with you that the tasering of a pregnant woman"""
7149,"""3. As I said in my posting # 39 by splitting hairs again and again you""","""I agree. I do n't see how this is not a debate about abortion ."""
8360,"""The Second Amendment was written as a protection against political tyranny . The Founding Fathers knew that""","""First , you would n't use a handgun against an F-16 fighter plane ."""
4139,"""The Second Amendment was written as a protection against political tyranny. As I understand , the""",""". Finally an inkling of intelligence ."""
6552,"""1. Robert Naeye , a writer for Astronomy magazine and an evolutionist ,""","""And because this man said it , it must be true ? A simple appeal to authority"""
8793,"""It's not a constitutional amendment. It 's a step toward legal same-sex""","""Well let 's see . . . the last time a state started recognizing gay marriages"""
6405,"""But it is o.k . for them to repeatedly break the law like yourself speeding""","""Speaking of hog wash , who said this , EVER ? Not me ! But thanks for"""
6040,"""The courts are bound by Heller. What 's your point ? Of course they will""","""Â ” 2 Oxford English Dictionary , supra , at 921 . WebsterÂ �"""
3408,"""3. As many polls have shown , the more educated a person becomes , the less""","""That would depend on how the poll was done , and what education levels were compared ."""
6836,""". Mass . lawmakers delay vote on gay-marriage ban http : //news.yahoo""","""I 'm a little surprised by this . The polls I 've seen show that"""
6031,"""We are animals. As much as we try to ignore it , we are simply higher""",""". Throw just a few more genes into the soup , stir the DNA pot a bit"""
7912,"""We do not know what the odds are of such an accident occurring . We do not""","""4. Again you have nowhere to go without anything to start ... so your hypothesis has"""
8732,"""It is a disease. Worse , as Plato said , it is like a disease in""","""1. Let me get this straight . You are going on Plato saying that not be"""
822,"""I know. I know it 's almost as silly as thinking gay marriage will undermine""","""All sin is bad. All sin undermines society , including illicit gay sex sin . Or"""
3889,""". ... In fact , as the article pointed out , the particular group of lizards""","""Lizards are very tall. I know of entire families in which the anestry"""
9740,"""I think this is a huge mistake. As the Christian Right 's poster boy ,""","""Wow , I 'm not the only person who went directly to your source to check"""
3286,"""Isometry. From http : //www.isometry.com/bush490477""","""It 's kind of funny that they claim this happened , but ca n't get"""
8505,"""As they to Have the wrong hands""","""3. Whose hands do they have ?"""
5548,"""2. As well as Chinese nationalist science , there's Marxist Science ( see http :""","""Not sure why you think this is science or how it is supposed to apply to a"""
9291,""". here is no up or down in space . I only used clockwise as an""","""It would be impossible for the monblock to spin . There is NO PLACE OUT"""
